NOMBRE DEPARTAMENTO;NOMBRE MUNICIPIO;PDET;NOMBRE CENTRO POBLADO;NOMBRE SEDE EDUCATIVA;FECHA INICIO DE OPERACIÓN;FIN DE OPERACIÓN INICIAL;ESTADO
SUCRE;SUCRE;NO;CACAGUAL;CENTRO EDUCATIVO CACAGUAL;;;INSTALACIÓN
SUCRE;COROZAL;NO;EL MAMON;I.E. EL MAMON - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;HONDURAS;CENTRO EDUCATIVO HONDURAS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SUCRE;NO;LAS CRUCES;CENTRO EDUCATIVO LAS CRUCES;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;LAS LLANADAS;I.E TÉCNICO AGEROPECUARIA GUILLERMO PATRON - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;GRANADA;I.E. DE GRANADA - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VEREDA EL LIMON;CENTRO EDUCATIVO EL LIMON;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;NVO TIEMPO;CENTRO EDUCATIVO NUEVO TIEMPO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;VEREDA LAS CRUCES;LAS CRUCES;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VDA. EL PANDO;EL PANDO ARRIBA;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VEREDA SANTA RITA;CENTRO EDUCATIVO SANTA RITA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CALZON BLANCO;CENTRO EDUCATIVO CALZON BLANCO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN JOSE CALASTRABA;CENTRO EDUCATIVO EL DIVINO NIÑO JESUS;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN CAYETANO;CENTRO EDUCATIVO SAN CAYETANO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;EL CONGRESO;CENTRO EDUCATIVO EL CONGRESO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;LAS CARACUCHAS;CENTRO EDUCATIVO LAS CARACUCHAS NO 2;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;CHISPAS;CENTRO EDUCATIVO LAS CHISPAS;;;INSTALACIÓN
SUCRE;SAN BENITO ABAD;NO;LAS POZAS;CENTRO EDUCATIVO LAS POZAS;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;VDA SAN MATIAS;CENTRO EDUCATIVO SAN MATIAS;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;COLONCITO;CENTRO EDUCATIVO EL MILAGROSO DE COLONCITO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;MAJAGUAL;NO;VDA. ZAPATICA;ZAPATICA;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VEREDA EL BRILLANTE;CENTRO EDUCATIVO EL BRILLANTE;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VEREDA SAN GREGORIO;CENTRO EDUCATIVO SAN GREGORIO;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VEREDA SANTA ELENA;CENTRO EDUCATIVO SANTA ELENA;;;EN PLANEACIÓN
SUCRE;GUARANDA;NO;VDA. EL JARDÍN;EL JARDÍN;;;EN PLANEACIÓN
SUCRE;GUARANDA;NO;VDA. LA LOMA;LA LOMA;;;EN PLANEACIÓN
SUCRE;GUARANDA;NO;VDA. LAS MERCEDES;LAS MERCEDES;;;EN PLANEACIÓN
SUCRE;GUARANDA;NO;VDA. PUEBLO NUEVO;PUEBLO NUEVO;;;INSTALACIÓN
SUCRE;COROZAL;NO;VEREDA LA LOMA;LA LOMA;;;INSTALACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;VEREDA COCO SOLO;COCO SOLO;;;INSTALACIÓN
SUCRE;COVEÑAS;NO;VEREDA EL MAMEY;C.E. EL MAMEY - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;CAIMITO;NO;CORREGIMIENTO LOS CAYITOS;I.E. AGRO ARTESANAL LOS CAYITOS - SEDE PRINCIPAL;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;MAJAGUAL;NO;CORREG MIRAFLORES;I.E. MIRAFLORES - SEDE PRINCIPAL;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;LA UNIÓN;NO;CORREGIMIENTO PAJARITO;I.E. PAJARITO - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VDA PUEBLO NUEVO;I.E. SAN JUAN BAUTISTA DE PUEBLO NUEVO - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;LA SIERPITA;I.E. LA SIERPITA - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SINCELEJO;NO;CORREG. LA PE¥ATA;CENTRO EDUCATIVO RURAL ARROYO ARENA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;CALLE NUEVA;CALLE NUEVA;;;EN PLANEACIÓN
SUCRE;LA UNIÓN;NO;VDA. VIJAGUAL;VIJAGUAL;;;INSTALACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;VEREDA LOMA DEL LATIGO;CENTRO EDUCATIVO LOMA DEL LATIGO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;EL REPARO;CENTRO EDUCATIVO EL REPARO;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;CORREG EL LIMON;I.E. TÉCNICO AGROPECUARIO EL LIMON - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;BUENAVISTA;I.E.T. DIVERSIFICADO DE BUENAVISTA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VDA CEJA LARGA;CENTRO EDUCATIVO CEJA LARGA;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;VEREDA CAÑAHUATE;CENTRO EDUCATIVO CAÑAHUATE;;;INSTALACIÓN
SUCRE;SUCRE;NO;BAJOGRANDE;CENTRO EDUCATIVO SANTA LUCIA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN JOSE;CENTRO EDUCATIVO SAN JOSE;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;NARIÑO;INST EDUC ANIBAL OJEDA;;;INSTALACIÓN
SUCRE;COVEÑAS;NO;EL REPARO;EL REPARO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;CERRITO LA PALMA;LAGUNA FLOR;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;LA CHIVERA;LA CHIVERA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;BARRIO LAS PALMAS;LAS PALMAS;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;SABANAS DEL POTRERO;SABANAS DEL POTRERO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;SAN ANTONIO;INSTITUCION EDUCATIVA RURAL SAN ANTONIO;;;EN PLANEACIÓN
SUCRE;SINCELEJO;NO;VEREDA MIRABEL;MIRABEL;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;BUENOS AIRES;BUENOS AIRES;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;CORREG. DE BABILONIA;SANTA CATALINA DE BABILONIA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;CRUZ DEL BEQUE;CRUZ DEL BEQUE;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;LAS MAJAGUAS;LAS MAJAGUAS;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;LAS HUERTAS;LAS HUERTAS;;;EN PLANEACIÓN
SUCRE;SINCELEJO;NO;DE BUENAVISTICA;BUENAVISTICA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;VIA A LOS TUBOS CA¥O LIMON COVE¥AS- SECTORBARRO PRIETO;BARRO PRIETO;;;INSTALACIÓN
SUCRE;SINCELEJO;NO;VIA A LOS TUBOS CA¥O LIMON COVE¥AS- SECTOR LA GLUF;LA GULF;;;INSTALACIÓN
SUCRE;SINCELEJO;NO;POLICARPA;POLICARPA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SINCELEJO;NO;VILLA ROSITA;VILLA ROSITA;;;INSTALACIÓN
SUCRE;BUENAVISTA;NO;LAS CHICHAS;LAS CHICHAS;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;BUENAVISTA;NO;CALIFORNIA;CALIFORNIA;;;INSTALACIÓN
SUCRE;BUENAVISTA;NO;LOS ANONES;LOS ANONES;;;EN PLANEACIÓN
SUCRE;BUENAVISTA;NO;PROVIDENCIA;PROVIDENCIA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;BUENAVISTA;NO;VDA. COSTA RICA;I.E. COSTA RICA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;VDA. LA ANGOSTURA;LA ANGOSTURA;;;INSTALACIÓN
SUCRE;CAIMITO;NO;CORREGIMIENTO CEDEÑO;C.E. CEDEÑO - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;CAIMITO;NO;VEREDA CANDELARIA;CANDELARIA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;CORREGIMIENTO EL ALFEREZ;EL ALFEREZ;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;MOLINERO;MOLINERO;;;INSTALACIÓN
SUCRE;CAIMITO;NO;TOFEME;C.E. TOFEME - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;LA MEJIA;CENTRO EDUCATIVO LA MEJIA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;LA SOLERA;LA SOLERA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;NVA ESTACION;CENTRO EDUCATIVO NUEVA ESTACIÓN;;;INSTALACIÓN
SUCRE;CAIMITO;NO;PUMPUMA;PUMPUMA;;;INSTALACIÓN
SUCRE;CAIMITO;NO;CORREGIMIENTO EL MAMON;I.E.EL MAMON - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;CAIMITO;NO;SIETE PALMAS;I.E. SIETE PALMAS - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;CAIMITO;NO;AGUILAR;AGUILAR;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;CAIMITO;NO;VDA. VIJAGUAL;VIJAGUAL;;;INSTALACIÓN
SUCRE;CAIMITO;NO;VEREDA NUEVA ESTRELLA;I.E. NUEVA ESTRELLA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;CAIMITO;NO;PUEBLO BUHO;PUEBLO BUHO;;;EN PLANEACIÓN
SUCRE;CAIMITO;NO;VEREDA LAS PAVITAS;LAS PAVITAS;;;INSTALACIÓN
SUCRE;CAIMITO;NO;TANGA SOLA;TANGA SOLA;;;INSTALACIÓN
SUCRE;CAIMITO;NO;LOS OSSAS;LOS OSSAS;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VDA SINCELEJITO;SINCELEJITO ABAJO;;;INSTALACIÓN
SUCRE;COROZAL;NO;HATO NUEVO;I.E. TÉCNICO AGROPECUARIA O DE HATO NUEVO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;COROZAL;NO;DE PILETA;CENTRO EDUCATIVO DE PILETA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;DON ALONSO;I.E. DON ALONSO - SEDE PRINCIPAL;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;CANTAGALLO;CANTAGALLO;;;EN PLANEACIÓN
SUCRE;COROZAL;NO;MILAN;MILAN;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;VDA. LAS BRUJAS;LAS BRUJAS;;;INSTALACIÓN
SUCRE;COROZAL;NO;CHAPINERO;CENTRO EDUCATIVO CHAPINERO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;EL ROBLE;NO;CAYO DE PALMA;CENTRO EDUCATIVO CAYO DE PALMA;;;INSTALACIÓN
SUCRE;EL ROBLE;NO;RANCHO DE LA CRUZ;RANCHO DE LA CRUZ;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;EL ROBLE;NO;CORREGIMIENTO EL SITIO;EL SITIO;;;EN PLANEACIÓN
SUCRE;EL ROBLE;NO;SAN FRANCISCO;INST EDUC SAN FRANCISCO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;EL ROBLE;NO;CORNETA CLL PPAL;CENTRO EDUCATIVO CORNETA;;;INSTALACIÓN
SUCRE;COROZAL;NO;LAS TINAS;LAS TINAS;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;LAS PEÑAS;INST EDUC LAS PEÑAS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;COROZAL;NO;EL RINCON DE LAS FLORES;RINCON DE LAS FLORES;;;EN PLANEACIÓN
SUCRE;COROZAL;NO;VDA PALMA SOLA;PALMA SOLA;;;EN PLANEACIÓN
SUCRE;EL ROBLE;NO;CASERIO STA ROSA;CENTRO EDUCATIVO SANTA ROSA;;;INSTALACIÓN
SUCRE;COROZAL;NO;VILLA NUEVA;CENTRO EDUCATIVO VILLA NUEVA;;;INSTALACIÓN
SUCRE;GALERAS;NO;VEREDA SURBAN;CENTRO EDUCATIVO SURBAN;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;GALERAS;NO;CORREGIMIENTO PUEBLO NVO NO 1;INST EDUC SAGRADO CORAZON DE JESUS;;;EN PLANEACIÓN
SUCRE;GALERAS;NO;SAN JOSÉ DE RIVERA;I.E. SAN JOSE DE RIVERA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;GALERAS;NO;VEREDA MATA DE GUASIMO;MATA DE GUASIMO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;GALERAS;NO;VDA. LOS MANGOS;LOS MANGOS;;;INSTALACIÓN
